date,home_team,away_team,result,season,result_code
2018-08-10,Man United,Leicester,H,PL_2018-2019,0
2018-08-11,Bournemouth,Cardiff,H,PL_2018-2019,0
2018-08-11,Fulham,Crystal Palace,A,PL_2018-2019,2
2018-08-11,Huddersfield,Chelsea,A,PL_2018-2019,2
2018-08-11,Newcastle,Tottenham,A,PL_2018-2019,2
2018-08-11,Watford,Brighton,H,PL_2018-2019,0
2018-08-11,Wolves,Everton,D,PL_2018-2019,1
2018-08-12,Arsenal,Man City,A,PL_2018-2019,2
2018-08-12,Liverpool,West Ham,H,PL_2018-2019,0
2018-08-12,Southampton,Burnley,D,PL_2018-2019,1
2018-08-18,West Ham,Bournemouth,A,PL_2018-2019,2
2018-08-18,Leicester,Wolves,H,PL_2018-2019,0
2018-08-18,Tottenham,Fulham,H,PL_2018-2019,0
2018-08-18,Chelsea,Arsenal,H,PL_2018-2019,0
2018-08-18,Cardiff,Newcastle,D,PL_2018-2019,1
2018-08-18,Everton,Southampton,H,PL_2018-2019,0
2018-08-19,Brighton,Man United,H,PL_2018-2019,0
2018-08-19,Burnley,Watford,A,PL_2018-2019,2
2018-08-19,Man City,Huddersfield,H,PL_2018-2019,0
2018-08-20,Crystal Palace,Liverpool,A,PL_2018-2019,2
2018-08-25,Arsenal,West Ham,H,PL_2018-2019,0
2018-08-25,Bournemouth,Everton,D,PL_2018-2019,1
2018-08-25,Huddersfield,Cardiff,D,PL_2018-2019,1
2018-08-25,Liverpool,Brighton,H,PL_2018-2019,0
2018-08-25,Southampton,Leicester,A,PL_2018-2019,2
2018-08-25,Wolves,Man City,D,PL_2018-2019,1
2018-08-26,Newcastle,Chelsea,A,PL_2018-2019,2
2018-08-26,Fulham,Burnley,H,PL_2018-2019,0
2018-08-26,Watford,Crystal Palace,H,PL_2018-2019,0
2018-08-27,Man United,Tottenham,A,PL_2018-2019,2
2018-09-01,Brighton,Fulham,D,PL_2018-2019,1
2018-09-01,Chelsea,Bournemouth,H,PL_2018-2019,0
2018-09-01,Crystal Palace,Southampton,A,PL_2018-2019,2
2018-09-01,Everton,Huddersfield,D,PL_2018-2019,1
2018-09-01,Leicester,Liverpool,A,PL_2018-2019,2
2018-09-01,Man City,Newcastle,H,PL_2018-2019,0
2018-09-01,West Ham,Wolves,A,PL_2018-2019,2
2018-09-02,Burnley,Man United,A,PL_2018-2019,2
2018-09-02,Cardiff,Arsenal,A,PL_2018-2019,2
2018-09-02,Watford,Tottenham,H,PL_2018-2019,0
2018-09-15,Watford,Man United,A,PL_2018-2019,2
2018-09-15,Tottenham,Liverpool,A,PL_2018-2019,2
2018-09-15,Man City,Fulham,H,PL_2018-2019,0
2018-09-15,Newcastle,Arsenal,A,PL_2018-2019,2
2018-09-15,Chelsea,Cardiff,H,PL_2018-2019,0
2018-09-15,Bournemouth,Leicester,H,PL_2018-2019,0
2018-09-15,Huddersfield,Crystal Palace,A,PL_2018-2019,2
2018-09-16,Everton,West Ham,A,PL_2018-2019,2
2018-09-16,Wolves,Burnley,H,PL_2018-2019,0
2018-09-17,Southampton,Brighton,D,PL_2018-2019,1
2018-09-22,Man United,Wolves,D,PL_2018-2019,1
2018-09-22,Brighton,Tottenham,A,PL_2018-2019,2
2018-09-22,Burnley,Bournemouth,H,PL_2018-2019,0
2018-09-22,Cardiff,Man City,A,PL_2018-2019,2
2018-09-22,Crystal Palace,Newcastle,D,PL_2018-2019,1
2018-09-22,Fulham,Watford,D,PL_2018-2019,1
2018-09-22,Leicester,Huddersfield,H,PL_2018-2019,0
2018-09-22,Liverpool,Southampton,H,PL_2018-2019,0
2018-09-23,West Ham,Chelsea,D,PL_2018-2019,1
2018-09-23,Arsenal,Everton,H,PL_2018-2019,0
2018-09-29,Arsenal,Watford,H,PL_2018-2019,0
2018-09-29,Chelsea,Liverpool,D,PL_2018-2019,1
2018-09-29,Everton,Fulham,H,PL_2018-2019,0
2018-09-29,Huddersfield,Tottenham,A,PL_2018-2019,2
2018-09-29,Man City,Brighton,H,PL_2018-2019,0
2018-09-29,Newcastle,Leicester,A,PL_2018-2019,2
2018-09-29,West Ham,Man United,H,PL_2018-2019,0
2018-09-29,Wolves,Southampton,H,PL_2018-2019,0
2018-09-30,Cardiff,Burnley,A,PL_2018-2019,2
2018-10-01,Bournemouth,Crystal Palace,H,PL_2018-2019,0
2018-10-05,Brighton,West Ham,H,PL_2018-2019,0
2018-10-06,Watford,Bournemouth,A,PL_2018-2019,2
2018-10-06,Tottenham,Cardiff,H,PL_2018-2019,0
2018-10-06,Man United,Newcastle,H,PL_2018-2019,0
2018-10-06,Leicester,Everton,A,PL_2018-2019,2
2018-10-06,Crystal Palace,Wolves,A,PL_2018-2019,2
2018-10-06,Burnley,Huddersfield,D,PL_2018-2019,1
2018-10-07,Fulham,Arsenal,A,PL_2018-2019,2
2018-10-07,Liverpool,Man City,D,PL_2018-2019,1
2018-10-07,Southampton,Chelsea,A,PL_2018-2019,2
2018-10-20,Bournemouth,Southampton,D,PL_2018-2019,1
2018-10-20,Cardiff,Fulham,H,PL_2018-2019,0
2018-10-20,Chelsea,Man United,D,PL_2018-2019,1
2018-10-20,Huddersfield,Liverpool,A,PL_2018-2019,2
2018-10-20,Man City,Burnley,H,PL_2018-2019,0
2018-10-20,Newcastle,Brighton,A,PL_2018-2019,2
2018-10-20,West Ham,Tottenham,A,PL_2018-2019,2
2018-10-20,Wolves,Watford,A,PL_2018-2019,2
2018-10-21,Everton,Crystal Palace,H,PL_2018-2019,0
2018-10-22,Arsenal,Leicester,H,PL_2018-2019,0
2018-10-27,Brighton,Wolves,H,PL_2018-2019,0
2018-10-27,Fulham,Bournemouth,A,PL_2018-2019,2
2018-10-27,Leicester,West Ham,D,PL_2018-2019,1
2018-10-27,Liverpool,Cardiff,H,PL_2018-2019,0
2018-10-27,Southampton,Newcastle,D,PL_2018-2019,1
2018-10-27,Watford,Huddersfield,H,PL_2018-2019,0
2018-10-28,Burnley,Chelsea,A,PL_2018-2019,2
2018-10-28,Crystal Palace,Arsenal,D,PL_2018-2019,1
2018-10-28,Man United,Everton,H,PL_2018-2019,0
2018-10-29,Tottenham,Man City,A,PL_2018-2019,2
2018-11-03,Wolves,Tottenham,A,PL_2018-2019,2
2018-11-03,West Ham,Burnley,H,PL_2018-2019,0
2018-11-03,Newcastle,Watford,H,PL_2018-2019,0
2018-11-03,Cardiff,Leicester,A,PL_2018-2019,2
2018-11-03,Bournemouth,Man United,A,PL_2018-2019,2
2018-11-03,Arsenal,Liverpool,D,PL_2018-2019,1
2018-11-03,Everton,Brighton,H,PL_2018-2019,0
2018-11-04,Chelsea,Crystal Palace,H,PL_2018-2019,0
2018-11-04,Man City,Southampton,H,PL_2018-2019,0
2018-11-05,Huddersfield,Fulham,H,PL_2018-2019,0
2018-11-10,Southampton,Watford,D,PL_2018-2019,1
2018-11-10,Cardiff,Brighton,H,PL_2018-2019,0
2018-11-10,Crystal Palace,Tottenham,A,PL_2018-2019,2
2018-11-10,Huddersfield,West Ham,D,PL_2018-2019,1
2018-11-10,Leicester,Burnley,D,PL_2018-2019,1
2018-11-10,Newcastle,Bournemouth,H,PL_2018-2019,0
2018-11-11,Man City,Man United,H,PL_2018-2019,0
2018-11-11,Liverpool,Fulham,H,PL_2018-2019,0
2018-11-11,Arsenal,Wolves,D,PL_2018-2019,1
2018-11-11,Chelsea,Everton,D,PL_2018-2019,1
2018-11-24,Brighton,Leicester,D,PL_2018-2019,1
2018-11-24,Everton,Cardiff,H,PL_2018-2019,0
2018-11-24,Fulham,Southampton,H,PL_2018-2019,0
2018-11-24,Man United,Crystal Palace,D,PL_2018-2019,1
2018-11-24,Tottenham,Chelsea,H,PL_2018-2019,0
2018-11-24,Watford,Liverpool,A,PL_2018-2019,2
2018-11-24,West Ham,Man City,A,PL_2018-2019,2
2018-11-25,Bournemouth,Arsenal,A,PL_2018-2019,2
2018-11-25,Wolves,Huddersfield,A,PL_2018-2019,2
2018-11-26,Burnley,Newcastle,A,PL_2018-2019,2
2018-11-30,Cardiff,Wolves,H,PL_2018-2019,0
2018-12-01,Southampton,Man United,D,PL_2018-2019,1
2018-12-01,Newcastle,West Ham,A,PL_2018-2019,2
2018-12-01,Man City,Bournemouth,H,PL_2018-2019,0
2018-12-01,Huddersfield,Brighton,A,PL_2018-2019,2
2018-12-01,Crystal Palace,Burnley,H,PL_2018-2019,0
2018-12-01,Leicester,Watford,H,PL_2018-2019,0
2018-12-02,Arsenal,Tottenham,H,PL_2018-2019,0
2018-12-02,Chelsea,Fulham,H,PL_2018-2019,0
2018-12-02,Liverpool,Everton,H,PL_2018-2019,0
2018-12-04,Watford,Man City,A,PL_2018-2019,2
2018-12-04,Bournemouth,Huddersfield,H,PL_2018-2019,0
2018-12-04,Brighton,Crystal Palace,H,PL_2018-2019,0
2018-12-04,West Ham,Cardiff,H,PL_2018-2019,0
2018-12-05,Everton,Newcastle,D,PL_2018-2019,1
2018-12-05,Wolves,Chelsea,H,PL_2018-2019,0
2018-12-05,Tottenham,Southampton,H,PL_2018-2019,0
2018-12-05,Burnley,Liverpool,A,PL_2018-2019,2
2018-12-05,Fulham,Leicester,D,PL_2018-2019,1
2018-12-05,Man United,Arsenal,D,PL_2018-2019,1
2018-12-08,Arsenal,Huddersfield,H,PL_2018-2019,0
2018-12-08,Bournemouth,Liverpool,A,PL_2018-2019,2
2018-12-08,Burnley,Brighton,H,PL_2018-2019,0
2018-12-08,Cardiff,Southampton,H,PL_2018-2019,0
2018-12-08,Chelsea,Man City,H,PL_2018-2019,0
2018-12-08,Leicester,Tottenham,A,PL_2018-2019,2
2018-12-08,Man United,Fulham,H,PL_2018-2019,0
2018-12-08,West Ham,Crystal Palace,H,PL_2018-2019,0
2018-12-09,Newcastle,Wolves,A,PL_2018-2019,2
2018-12-10,Everton,Watford,D,PL_2018-2019,1
2018-12-15,Crystal Palace,Leicester,H,PL_2018-2019,0
2018-12-15,Fulham,West Ham,A,PL_2018-2019,2
2018-12-15,Huddersfield,Newcastle,A,PL_2018-2019,2
2018-12-15,Man City,Everton,H,PL_2018-2019,0
2018-12-15,Tottenham,Burnley,H,PL_2018-2019,0
2018-12-15,Watford,Cardiff,H,PL_2018-2019,0
2018-12-15,Wolves,Bournemouth,H,PL_2018-2019,0
2018-12-16,Brighton,Chelsea,A,PL_2018-2019,2
2018-12-16,Liverpool,Man United,H,PL_2018-2019,0
2018-12-16,Southampton,Arsenal,H,PL_2018-2019,0
2018-12-21,Wolves,Liverpool,A,PL_2018-2019,2
2018-12-22,Newcastle,Fulham,D,PL_2018-2019,1
2018-12-22,West Ham,Watford,A,PL_2018-2019,2
2018-12-22,Huddersfield,Southampton,A,PL_2018-2019,2
2018-12-22,Man City,Crystal Palace,A,PL_2018-2019,2
2018-12-22,Cardiff,Man United,A,PL_2018-2019,2
2018-12-22,Arsenal,Burnley,H,PL_2018-2019,0
2018-12-22,Chelsea,Leicester,A,PL_2018-2019,2
2018-12-22,Bournemouth,Brighton,H,PL_2018-2019,0
2018-12-23,Everton,Tottenham,A,PL_2018-2019,2
2018-12-26,Brighton,Arsenal,D,PL_2018-2019,1
2018-12-26,Burnley,Everton,A,PL_2018-2019,2
2018-12-26,Crystal Palace,Cardiff,D,PL_2018-2019,1
2018-12-26,Fulham,Wolves,D,PL_2018-2019,1
2018-12-26,Leicester,Man City,H,PL_2018-2019,0
2018-12-26,Liverpool,Newcastle,H,PL_2018-2019,0
2018-12-26,Man United,Huddersfield,H,PL_2018-2019,0
2018-12-26,Tottenham,Bournemouth,H,PL_2018-2019,0
2018-12-26,Watford,Chelsea,A,PL_2018-2019,2
2018-12-27,Southampton,West Ham,A,PL_2018-2019,2
2018-12-29,Fulham,Huddersfield,H,PL_2018-2019,0
2018-12-29,Watford,Newcastle,D,PL_2018-2019,1
2018-12-29,Tottenham,Wolves,A,PL_2018-2019,2
2018-12-29,Brighton,Everton,H,PL_2018-2019,0
2018-12-29,Leicester,Cardiff,A,PL_2018-2019,2
2018-12-29,Liverpool,Arsenal,H,PL_2018-2019,0
2018-12-30,Burnley,West Ham,H,PL_2018-2019,0
2018-12-30,Crystal Palace,Chelsea,A,PL_2018-2019,2
2018-12-30,Man United,Bournemouth,H,PL_2018-2019,0
2018-12-30,Southampton,Man City,A,PL_2018-2019,2
2019-01-01,Arsenal,Fulham,H,PL_2018-2019,0
2019-01-01,Cardiff,Tottenham,A,PL_2018-2019,2
2019-01-01,Everton,Leicester,A,PL_2018-2019,2
2019-01-02,Newcastle,Man United,A,PL_2018-2019,2
2019-01-02,West Ham,Brighton,D,PL_2018-2019,1
2019-01-02,Wolves,Crystal Palace,A,PL_2018-2019,2
2019-01-02,Huddersfield,Burnley,A,PL_2018-2019,2
2019-01-02,Bournemouth,Watford,D,PL_2018-2019,1
2019-01-02,Chelsea,Southampton,D,PL_2018-2019,1
2019-01-03,Man City,Liverpool,H,PL_2018-2019,0
2019-01-12,West Ham,Arsenal,H,PL_2018-2019,0
2019-01-12,Crystal Palace,Watford,A,PL_2018-2019,2
2019-01-12,Chelsea,Newcastle,H,PL_2018-2019,0
2019-01-12,Leicester,Southampton,A,PL_2018-2019,2
2019-01-12,Burnley,Fulham,H,PL_2018-2019,0
2019-01-12,Brighton,Liverpool,A,PL_2018-2019,2
2019-01-12,Cardiff,Huddersfield,D,PL_2018-2019,1
2019-01-13,Everton,Bournemouth,H,PL_2018-2019,0
2019-01-13,Tottenham,Man United,A,PL_2018-2019,2
2019-01-14,Man City,Wolves,H,PL_2018-2019,0
2019-01-19,Southampton,Everton,H,PL_2018-2019,0
2019-01-19,Watford,Burnley,D,PL_2018-2019,1
2019-01-19,Wolves,Leicester,H,PL_2018-2019,0
2019-01-19,Newcastle,Cardiff,H,PL_2018-2019,0
2019-01-19,Bournemouth,West Ham,H,PL_2018-2019,0
2019-01-19,Liverpool,Crystal Palace,H,PL_2018-2019,0
2019-01-19,Arsenal,Chelsea,H,PL_2018-2019,0
2019-01-19,Man United,Brighton,H,PL_2018-2019,0
2019-01-20,Fulham,Tottenham,A,PL_2018-2019,2
2019-01-20,Huddersfield,Man City,A,PL_2018-2019,2
2019-01-29,Newcastle,Man City,H,PL_2018-2019,0
2019-01-29,Arsenal,Cardiff,H,PL_2018-2019,0
2019-01-29,Fulham,Brighton,H,PL_2018-2019,0
2019-01-29,Huddersfield,Everton,A,PL_2018-2019,2
2019-01-29,Man United,Burnley,D,PL_2018-2019,1
2019-01-29,Wolves,West Ham,H,PL_2018-2019,0
2019-01-30,Tottenham,Watford,H,PL_2018-2019,0
2019-01-30,Southampton,Crystal Palace,D,PL_2018-2019,1
2019-01-30,Bournemouth,Chelsea,H,PL_2018-2019,0
2019-01-30,Liverpool,Leicester,D,PL_2018-2019,1
2019-02-02,Brighton,Watford,D,PL_2018-2019,1
2019-02-02,Burnley,Southampton,D,PL_2018-2019,1
2019-02-02,Cardiff,Bournemouth,H,PL_2018-2019,0
2019-02-02,Chelsea,Huddersfield,H,PL_2018-2019,0
2019-02-02,Crystal Palace,Fulham,H,PL_2018-2019,0
2019-02-02,Everton,Wolves,A,PL_2018-2019,2
2019-02-02,Tottenham,Newcastle,H,PL_2018-2019,0
2019-02-03,Leicester,Man United,A,PL_2018-2019,2
2019-02-03,Man City,Arsenal,H,PL_2018-2019,0
2019-02-04,West Ham,Liverpool,D,PL_2018-2019,1
2019-02-06,Everton,Man City,A,PL_2018-2019,2
2019-02-09,Watford,Everton,H,PL_2018-2019,0
2019-02-09,Southampton,Cardiff,A,PL_2018-2019,2
2019-02-09,Liverpool,Bournemouth,H,PL_2018-2019,0
2019-02-09,Brighton,Burnley,A,PL_2018-2019,2
2019-02-09,Fulham,Man United,A,PL_2018-2019,2
2019-02-09,Crystal Palace,West Ham,D,PL_2018-2019,1
2019-02-09,Huddersfield,Arsenal,A,PL_2018-2019,2
2019-02-10,Man City,Chelsea,H,PL_2018-2019,0
2019-02-10,Tottenham,Leicester,H,PL_2018-2019,0
2019-02-11,Wolves,Newcastle,D,PL_2018-2019,1
2019-02-22,West Ham,Fulham,H,PL_2018-2019,0
2019-02-22,Cardiff,Watford,A,PL_2018-2019,2
2019-02-23,Newcastle,Huddersfield,H,PL_2018-2019,0
2019-02-23,Leicester,Crystal Palace,A,PL_2018-2019,2
2019-02-23,Bournemouth,Wolves,D,PL_2018-2019,1
2019-02-23,Burnley,Tottenham,H,PL_2018-2019,0
2019-02-24,Arsenal,Southampton,H,PL_2018-2019,0
2019-02-24,Man United,Liverpool,D,PL_2018-2019,1
2019-02-26,Cardiff,Everton,A,PL_2018-2019,2
2019-02-26,Huddersfield,Wolves,H,PL_2018-2019,0
2019-02-26,Leicester,Brighton,H,PL_2018-2019,0
2019-02-26,Newcastle,Burnley,H,PL_2018-2019,0
2019-02-27,Southampton,Fulham,H,PL_2018-2019,0
2019-02-27,Man City,West Ham,H,PL_2018-2019,0
2019-02-27,Liverpool,Watford,H,PL_2018-2019,0
2019-02-27,Chelsea,Tottenham,H,PL_2018-2019,0
2019-02-27,Arsenal,Bournemouth,H,PL_2018-2019,0
2019-02-27,Crystal Palace,Man United,A,PL_2018-2019,2
2019-03-02,Bournemouth,Man City,A,PL_2018-2019,2
2019-03-02,Brighton,Huddersfield,H,PL_2018-2019,0
2019-03-02,Burnley,Crystal Palace,A,PL_2018-2019,2
2019-03-02,Man United,Southampton,H,PL_2018-2019,0
2019-03-02,Tottenham,Arsenal,D,PL_2018-2019,1
2019-03-02,West Ham,Newcastle,H,PL_2018-2019,0
2019-03-02,Wolves,Cardiff,H,PL_2018-2019,0
2019-03-03,Fulham,Chelsea,A,PL_2018-2019,2
2019-03-03,Everton,Liverpool,D,PL_2018-2019,1
2019-03-03,Watford,Leicester,H,PL_2018-2019,0
2019-03-09,Man City,Watford,H,PL_2018-2019,0
2019-03-09,Newcastle,Everton,H,PL_2018-2019,0
2019-03-09,Leicester,Fulham,H,PL_2018-2019,0
2019-03-09,Southampton,Tottenham,H,PL_2018-2019,0
2019-03-09,Crystal Palace,Brighton,A,PL_2018-2019,2
2019-03-09,Cardiff,West Ham,H,PL_2018-2019,0
2019-03-09,Huddersfield,Bournemouth,A,PL_2018-2019,2
2019-03-10,Arsenal,Man United,H,PL_2018-2019,0
2019-03-10,Chelsea,Wolves,D,PL_2018-2019,1
2019-03-10,Liverpool,Burnley,H,PL_2018-2019,0
2019-03-16,Bournemouth,Newcastle,D,PL_2018-2019,1
2019-03-16,Burnley,Leicester,A,PL_2018-2019,2
2019-03-16,West Ham,Huddersfield,H,PL_2018-2019,0
2019-03-17,Everton,Chelsea,H,PL_2018-2019,0
2019-03-17,Fulham,Liverpool,A,PL_2018-2019,2
2019-03-30,West Ham,Everton,A,PL_2018-2019,2
2019-03-30,Man United,Watford,H,PL_2018-2019,0
2019-03-30,Leicester,Bournemouth,H,PL_2018-2019,0
2019-03-30,Crystal Palace,Huddersfield,H,PL_2018-2019,0
2019-03-30,Burnley,Wolves,H,PL_2018-2019,0
2019-03-30,Brighton,Southampton,A,PL_2018-2019,2
2019-03-30,Fulham,Man City,A,PL_2018-2019,2
2019-03-31,Cardiff,Chelsea,A,PL_2018-2019,2
2019-03-31,Liverpool,Tottenham,H,PL_2018-2019,0
2019-04-01,Arsenal,Newcastle,H,PL_2018-2019,0
2019-04-02,Watford,Fulham,H,PL_2018-2019,0
2019-04-02,Wolves,Man United,H,PL_2018-2019,0
2019-04-03,Chelsea,Brighton,H,PL_2018-2019,0
2019-04-03,Man City,Cardiff,H,PL_2018-2019,0
2019-04-03,Tottenham,Crystal Palace,H,PL_2018-2019,0
2019-04-05,Southampton,Liverpool,A,PL_2018-2019,2
2019-04-06,Huddersfield,Leicester,A,PL_2018-2019,2
2019-04-06,Newcastle,Crystal Palace,A,PL_2018-2019,2
2019-04-06,Bournemouth,Burnley,A,PL_2018-2019,2
2019-04-07,Everton,Arsenal,H,PL_2018-2019,0
2019-04-08,Chelsea,West Ham,H,PL_2018-2019,0
2019-04-12,Leicester,Newcastle,A,PL_2018-2019,2
2019-04-13,Southampton,Wolves,H,PL_2018-2019,0
2019-04-13,Brighton,Bournemouth,A,PL_2018-2019,2
2019-04-13,Burnley,Cardiff,H,PL_2018-2019,0
2019-04-13,Fulham,Everton,H,PL_2018-2019,0
2019-04-13,Man United,West Ham,H,PL_2018-2019,0
2019-04-13,Tottenham,Huddersfield,H,PL_2018-2019,0
2019-04-14,Crystal Palace,Man City,A,PL_2018-2019,2
2019-04-14,Liverpool,Chelsea,H,PL_2018-2019,0
2019-04-15,Watford,Arsenal,A,PL_2018-2019,2
2019-04-16,Brighton,Cardiff,A,PL_2018-2019,2
2019-04-20,Huddersfield,Watford,A,PL_2018-2019,2
2019-04-20,Wolves,Brighton,D,PL_2018-2019,1
2019-04-20,West Ham,Leicester,D,PL_2018-2019,1
2019-04-20,Bournemouth,Fulham,A,PL_2018-2019,2
2019-04-20,Man City,Tottenham,H,PL_2018-2019,0
2019-04-20,Newcastle,Southampton,H,PL_2018-2019,0
2019-04-21,Arsenal,Crystal Palace,A,PL_2018-2019,2
2019-04-21,Cardiff,Liverpool,A,PL_2018-2019,2
2019-04-21,Everton,Man United,H,PL_2018-2019,0
2019-04-22,Chelsea,Burnley,D,PL_2018-2019,1
2019-04-23,Tottenham,Brighton,H,PL_2018-2019,0
2019-04-23,Watford,Southampton,D,PL_2018-2019,1
2019-04-24,Wolves,Arsenal,H,PL_2018-2019,0
2019-04-24,Man United,Man City,A,PL_2018-2019,2
2019-04-26,Liverpool,Huddersfield,H,PL_2018-2019,0
2019-04-27,Watford,Wolves,A,PL_2018-2019,2
2019-04-27,Tottenham,West Ham,A,PL_2018-2019,2
2019-04-27,Southampton,Bournemouth,D,PL_2018-2019,1
2019-04-27,Fulham,Cardiff,H,PL_2018-2019,0
2019-04-27,Crystal Palace,Everton,D,PL_2018-2019,1
2019-04-27,Brighton,Newcastle,D,PL_2018-2019,1
2019-04-28,Burnley,Man City,A,PL_2018-2019,2
2019-04-28,Leicester,Arsenal,H,PL_2018-2019,0
2019-04-28,Man United,Chelsea,D,PL_2018-2019,1
2019-05-03,Everton,Burnley,H,PL_2018-2019,0
2019-05-04,Bournemouth,Tottenham,H,PL_2018-2019,0
2019-05-04,Cardiff,Crystal Palace,A,PL_2018-2019,2
2019-05-04,Newcastle,Liverpool,A,PL_2018-2019,2
2019-05-04,West Ham,Southampton,H,PL_2018-2019,0
2019-05-04,Wolves,Fulham,H,PL_2018-2019,0
2019-05-05,Chelsea,Watford,H,PL_2018-2019,0
2019-05-05,Huddersfield,Man United,D,PL_2018-2019,1
2019-05-05,Arsenal,Brighton,D,PL_2018-2019,1
2019-05-06,Man City,Leicester,H,PL_2018-2019,0
2019-05-12,Brighton,Man City,A,PL_2018-2019,2
2019-05-12,Burnley,Arsenal,A,PL_2018-2019,2
2019-05-12,Crystal Palace,Bournemouth,H,PL_2018-2019,0
2019-05-12,Fulham,Newcastle,A,PL_2018-2019,2
2019-05-12,Leicester,Chelsea,D,PL_2018-2019,1
2019-05-12,Liverpool,Wolves,H,PL_2018-2019,0
2019-05-12,Man United,Cardiff,A,PL_2018-2019,2
2019-05-12,Southampton,Huddersfield,D,PL_2018-2019,1
2019-05-12,Tottenham,Everton,D,PL_2018-2019,1
2019-05-12,Watford,West Ham,A,PL_2018-2019,2
2019-08-09,Liverpool,Norwich,H,PL_2019-2020,0
